,author,published_at,updated_at,like_count,text
128,@gauthamkrao797,2023-02-23T10:02:39Z,2023-02-23T10:02:39Z,3,see dislike disable ownermakes sense consider first one get k thempoor disney
129,@palwashadar,2023-02-23T09:56:34Z,2023-02-23T09:56:34Z,0,nice sroey
130,@daremaster5254,2023-02-23T03:09:13Z,2023-02-23T03:10:42Z,1,’ glad ’ cliche low piano music theme song big open look another trailer seriously
131,@cynicalPixels,2023-02-23T00:39:48Z,2023-02-23T00:40:01Z,2,indiana jones multiverse quantum mania
132,@franc639,2023-02-23T00:37:39Z,2023-02-23T00:37:39Z,0,jajaaj dislike
133,@QuintoLeviathan,2023-02-22T22:53:23Z,2023-02-22T22:53:23Z,1,love part indy say love chimichangas
134,@amen20992,2023-02-22T22:28:51Z,2023-02-22T22:28:51Z,0,estas cagado disney de otro bodrio wake desactivaste los dislike
135,@salsalinas5325,2023-02-22T21:54:36Z,2023-02-22T21:54:53Z,1,indiana jones empower lgtbs doom
136,@panelop1345,2023-02-22T20:24:04Z,2023-02-22T20:24:04Z,0,¿por qué disney desactivó la cantidad de like dislike del video ¿no será porque piensa que le irá mal con esta película disney siendo disney
137,@LaMaldiciondelConquistador,2023-02-22T20:10:11Z,2023-02-22T20:10:11Z,2,solo por la canción merece la pena
138,@Luka2000_,2023-02-22T12:15:44Z,2023-02-22T12:15:44Z,364,honestly love mangold keep humor original trilogy let hope get everything else right movie mean much many people
139,@yosifartimenkov6492,2023-02-22T05:23:31Z,2023-02-22T05:23:31Z,0,nice
140,@GuineaPigEveryday,2023-02-22T01:56:03Z,2023-02-22T01:56:03Z,9,love big action series still heart quality write dialogue scene lot shittier action movie today good fun way isnt annoy selfreferential like every single movie think lot ppl skeptical director jam mangold brilliant he write consistently make good stuff idk great see harrison onscreen might one last major blockbuster performance though hopefully one best actor ever big franchise fame consistent work across many diverse dramatic film especially s
141,@GoblinWrangler69,2023-02-22T01:41:37Z,2023-02-22T01:41:37Z,1,give ‘ em hell indiana jones
142,@thomassmith3397,2023-02-21T15:51:00Z,2023-02-21T15:51:00Z,3,wke trash
143,@Mike-gl4wt,2023-02-21T06:39:49Z,2023-02-21T06:39:49Z,0,karen allen end
144,@chrisoliver5302,2023-02-20T22:56:04Z,2023-02-20T22:56:04Z,3,please dont kill indy past replace repulsive woman
145,@amitabajpai7271,2023-02-20T20:26:17Z,2023-02-20T20:26:17Z,1,wonderful video
146,@MdAshik-bk9xs,2023-02-20T15:24:42Z,2023-02-20T15:24:42Z,1,wow
147,@shaunkunz9649,2023-02-20T14:26:57Z,2023-02-20T14:26:57Z,1,hard pas
148,@BD.Akash.islam.,2023-02-20T13:35:01Z,2023-02-20T13:35:01Z,1,nice movie
149,@venkatg6940,2023-02-20T09:48:04Z,2023-02-20T09:48:04Z,0,👍
150,@mathew3267,2023-02-20T03:30:17Z,2023-02-20T03:30:17Z,1,cant wait see buy popcorn
151,@andysummersthxcinemaandmyc7748,2023-02-20T00:02:28Z,2023-02-20T00:02:28Z,4,give single £ odeon cineworld make disney lucasdfilm iger kk give single £ see wouldnt even put disney movie dog cat rescue shelter im turn back boycott rather watch raider lose ark last crusade movie end
152,@Kitth3n,2023-02-19T21:49:35Z,2023-02-19T21:49:35Z,3,cgi fall plane laughable
153,@johnjohnson-qu8wg,2023-02-19T20:57:48Z,2023-02-19T20:57:48Z,3,hope film there easter egg indiana jones meet donald trump trump sign autograph
154,@scharnhorst97,2023-02-19T17:41:10Z,2023-02-19T17:41:10Z,1,heavely suspecet wake disney crap even turn good movie point hate wokefied disney much prefer take jack sparrow version every time dont give single dolar woketards
155,@Gabonic64,2023-02-19T16:43:27Z,2023-02-19T16:45:02Z,0,cant believe phoebe daughter indiana jones legacy gon na watch spin bring back mutt williams chris pratt old mutt williams watch something indy blood lineage bit gon na kill legacy unless phoebe daughter fix spin reveal daughter 😡 know steven spielberg didnt want direct
156,@thetoughcookie3665,2023-02-19T13:44:03Z,2023-02-19T13:44:03Z,0,seem excite hope quality effect good smoke plane though seem bite opposite
157,@qwertyuiopasdfghjkl9280,2023-02-19T11:16:22Z,2023-02-19T11:16:22Z,0,indiana bone
158,@bilalbilal-qy6su,2023-02-19T09:05:49Z,2023-02-19T09:05:49Z,0,gf
159,@brockbaby,2023-02-19T08:35:39Z,2023-02-19T08:35:39Z,0,crystal skull badly do look bad admire comeback sadly movie maker look manufacture dud
160,@DonPedroPete,2023-02-19T06:59:30Z,2023-02-19T06:59:30Z,2,know true star film john williams
161,@alecnorthrup3645,2023-02-19T04:51:27Z,2023-02-19T04:51:27Z,0,one last time indiana jones dial destiny 🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
162,@markbeukema6039,2023-02-19T02:36:48Z,2023-02-19T02:36:48Z,0,look horrible
163,@Helmutlozzi,2023-02-18T12:17:21Z,2023-02-18T12:17:21Z,2,scream awful pity anyone feel excite cinematic aborions like upcoming franchise killer
164,@rogergregor8018,2023-02-18T11:29:59Z,2023-02-18T13:27:55Z,0,” meet ” man exact outfit facial feature leathal man khaki pant safaristyle shirt brown leather jacket fedora sucker punch train back ’ guy🤔
165,@mindhead1622,2023-02-18T11:02:37Z,2023-02-18T11:02:37Z,0,yuk
166,@naturalstar3829,2023-02-18T10:06:53Z,2023-02-18T10:06:53Z,0,super
167,@ghost....tmc287,2023-02-18T09:08:44Z,2023-02-18T09:08:44Z,0,hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
168,@TheDealMaster,2023-02-18T07:00:08Z,2023-02-18T07:00:08Z,0,john williams check
169,@stevecavanagh8033,2023-02-18T04:48:06Z,2023-02-18T04:48:06Z,1,good bait switch erase replace male icon rubbish disney surely box office speak loud enough
170,@ghiblifan2451,2023-02-18T03:39:10Z,2023-02-18T03:47:27Z,0,disney elemental june v mickey mouse clubhouse season july
171,@acherott2,2023-02-18T00:18:49Z,2023-02-18T00:18:49Z,1,mads movie im film
172,@drasticboy1218,2023-02-17T21:14:23Z,2023-02-17T21:14:23Z,1,god kind ai archival footage lucasfilm deaging indy ’ face could fix solo star war story movie
173,@scrimpishimp4857,2023-02-17T19:24:19Z,2023-02-17T19:24:19Z,2,good strategy folk give attention music take away stupid actual movie look
174,@TheOneWhoLaughs101,2023-02-17T14:17:08Z,2023-02-17T14:19:00Z,1,back lash get shred wokeness movie theyre lucasfilm disney far big fking idiot filmmaking deserve fail love indiana jones aside kotcs little faith lucasfilm mishandle sequel trilogy something people wait year see fking ruin great start first movie stuff theyve release good force awaken rogue one mandalorian properly good project release mandalorian good showrunners ok bad everything else theyve release
175,@Darkem-ur5ho,2023-02-17T14:08:38Z,2023-02-17T14:08:38Z,2,dont believe many leak im start believe time travel
176,@paulod27,2023-02-17T12:56:30Z,2023-02-17T12:56:30Z,46,always manage make harrison ford seem lot young late indy installment count deaging stuff impressive
177,@bagelispoulos8275,2023-02-17T10:06:06Z,2023-02-17T10:06:06Z,1,♥♥♥♥♥♥♥ ♥♥♥
178,@davidmoloi,2023-02-17T09:04:30Z,2023-02-17T09:04:30Z,3,“ ” “ make disney wokei ’ take overyou toxic masculinity personify indy ” ’ give disney dime mine
179,@mdhapijur7143,2023-02-17T04:19:48Z,2023-02-17T04:19:48Z,0,good
180,@3fortheroad,2023-02-16T21:11:01Z,2023-02-16T21:11:01Z,0,cool amaze heavily fund minute sb commercial hope actual movie deliver
181,@johnharrington22,2023-02-16T20:09:57Z,2023-02-16T20:09:57Z,1,rescue girl
182,@rocafella142,2023-02-16T19:29:30Z,2023-02-16T19:29:30Z,2,like part ewan mcgregory play qui gon jin say fun begin
183,@KungFuHotdog,2023-02-16T19:09:10Z,2023-02-16T19:09:10Z,1,love part slowly erase fleabag edit process
184,@tumbleweed4315,2023-02-16T18:57:04Z,2023-02-16T18:57:04Z,1,finally woman character ’ ambitious little head please ’ mary sue please ’ mary sue
185,@christianhunterfec,2023-02-16T18:25:25Z,2023-02-16T18:25:25Z,0,ive miss young indiana smile🥺🫡
186,@squeekyclean1644,2023-02-16T18:01:56Z,2023-02-16T18:01:56Z,4,wake movie
187,@dangerman5617,2023-02-16T17:42:06Z,2023-02-16T17:42:06Z,0,love movie far though raider lose ark still favorite lot entire set indiana jones novel shelf first dozen comic book adventure first story john byrne pretty awesome im look forward new movie despite bunch whiny naysayer
188,@x-wingflyboy8177,2023-02-16T16:18:44Z,2023-02-16T16:18:44Z,2,use dislike want 😊
189,@x-wingflyboy8177,2023-02-16T16:18:21Z,2023-02-16T16:18:21Z,1,gona bomb sadly
190,@disneyfan250,2023-02-16T15:40:10Z,2023-02-16T15:40:10Z,1,💪
191,@gustyko8668,2023-02-16T15:10:02Z,2023-02-16T15:10:02Z,1,cash grab
192,@funkyflicksfilmreviews1535,2023-02-16T14:09:20Z,2023-02-16T14:09:20Z,3,never get plane indiana jones
193,@ritcher1,2023-02-16T11:32:22Z,2023-02-16T11:32:22Z,0,would much rather recast character la jam bond
194,@mohsanawan9122,2023-02-16T10:25:24Z,2023-02-16T10:25:24Z,0,indiana jones part movie see see movie relax methanks
195,@sumayasumayasumayasulthan9957,2023-02-16T09:34:13Z,2023-02-16T09:34:13Z,0,nice video
196,@yodasama_productions,2023-02-16T07:37:46Z,2023-02-16T07:37:46Z,4,disable owner describe film
197,@syme9925,2023-02-16T05:01:11Z,2023-02-16T05:01:11Z,0,like trailer dont make indy look like buffoon
