,author,published_at,updated_at,like_count,text
176,@MissAmazanda,2023-11-25T21:23:37Z,2023-11-25T21:23:53Z,3,comic movie please make stop lol
177,@whatnamedoiuse1481,2023-11-25T21:20:05Z,2023-11-25T21:20:05Z,1,old marvel much good heck
178,@emmon5377,2023-11-25T20:29:38Z,2023-11-25T20:29:38Z,3,super flop big failure mcu marvel continue tank box office south park right pandervese terrible🤢
179,@BEAR_Claws,2023-11-25T19:55:03Z,2023-11-25T19:55:03Z,2,look dumb
180,@diversafriday,2023-11-25T19:07:02Z,2023-11-25T19:07:02Z,0,look incredible everyone clearly want ask
181,@justusnicholson83,2023-11-25T18:22:31Z,2023-11-25T18:22:31Z,1,finally saw marvel theater really awesome amaze marvel movie captain marvel mr marvel monica awesome amaze marvel movie 😊
182,@jssw3404,2023-11-25T16:29:39Z,2023-11-25T16:29:39Z,2,black girl magic lmao
183,@joebanks3827,2023-11-25T16:18:08Z,2023-11-25T16:18:08Z,2,captain marvel husband let kitchen
184,@omupadhyay213,2023-11-25T16:03:27Z,2023-11-25T16:03:27Z,0,vidyut jammwal sentry vote guy 💥💥
185,@premsharma2594,2023-11-25T15:45:49Z,2023-11-25T15:46:41Z,1,fuckin movie…if woman men ’ look like joke…man man…thor thor…and hulk hulk…😄💪💪
186,@andreivasileiorga287,2023-11-25T15:08:23Z,2023-11-25T15:08:53Z,1,whoever make trailer deserve raise whoever make script deserve court martial
187,@user-mu8xb4hc7m,2023-11-25T14:00:58Z,2023-11-25T14:00:58Z,0,trailer stimulate watch right away
188,@mykhailovovchuk,2023-11-25T13:01:11Z,2023-11-25T13:01:11Z,2,bulshit
189,@user-wc8el8zw4p,2023-11-25T12:21:22Z,2023-11-25T12:21:22Z,0,응 너나봐
190,@ShiszkaPL,2023-11-25T11:17:45Z,2023-11-25T11:17:45Z,3,black girl magic real
191,@ryusukeakira,2023-11-25T08:34:59Z,2023-11-25T08:34:59Z,0,think dont go cinema watch marvel know soon disney sad know movie doesnt get lot attention cinema sure huge audience disney good job mcu
192,@SportZFan4Ever,2023-11-25T05:27:34Z,2023-11-25T05:27:34Z,3,samuel l jackson man movie 😂
193,@user-hn6jq6vj5t,2023-11-25T04:56:51Z,2023-11-25T04:56:51Z,2,ruin childhood one movie time please stop
194,@user-ez5um5hf7u,2023-11-25T04:40:41Z,2023-11-25T04:40:41Z,2,이 영화는 쓰레기입니다 감독은 히어로 영화는 고사하고 액션 영화도 이해하지 못했고 마블이라는 미명 아래 얄팍한 b급 영화를 팔았다
